"","Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop"
"343","Blake Snell","FF","L","R",1053,95.8089268755935,2434.94966761633,0.441139601139601,1.56612535612536,0.0968660968660967,0.278252611585945,0.0123456790123457
"344","Blake Snell","SL","L","L",113,88.6884955752212,2388.96460176991,-0.377699115044248,0.333716814159292,0.194690265486726,0.345132743362832,0.00884955752212388
"345","Blake Snell","SL","L","R",456,88.9135964912281,2389.43859649123,-0.332719298245614,0.408464912280702,0.192982456140351,0.339912280701754,0.0131578947368421
"346","Jeffrey Springs","CH","L","R",725,81.1568275862069,1415.12586445367,1.13862068965517,0.63248275862069,0.197241379310345,0.328275862068966,0.00413793103448278
"347","Jeffrey Springs","FF","L","L",247,91.2963562753036,2254.6963562753,0.96753036437247,1.47578947368421,0.0728744939271255,0.299595141700405,0.0323886639676113
"348","Jeffrey Springs","FF","L","R",621,91.462962962963,2254.20933977456,0.943156199677939,1.47716586151369,0.104669887278583,0.333333333333333,0.00966183574879225
"349","Jeffrey Springs","SL","L","L",226,85.5097345132743,2203.45575221239,-0.388716814159292,0.409336283185841,0.115044247787611,0.261061946902655,0.00442477876106194
"350","Jeffrey Springs","SL","L","R",307,85.2703583061889,2177.00651465798,-0.359250814332248,0.431596091205212,0.0716612377850163,0.286644951140065,0.0162866449511401
"351","Zach Thompson","CH","R","L",134,85.870895522388,1875.96268656716,-1.02291044776119,0.452835820895522,0.149253731343284,0.201492537313433,0.0298507462686567
"352","Zach Thompson","CU","R","L",251,76.8980079681275,2249.59760956175,0.408247011952191,-0.798924302788845,0.0956175298804782,0.298804780876494,0
"353","Zach Thompson","CU","R","R",183,76.2311475409836,2235.43715846995,0.42568306010929,-0.840765027322404,0.191256830601093,0.382513661202186,0.00546448087431693
"354","Zach Thompson","FC","R","L",288,86.7399305555556,2581.73263888889,0.295173611111111,0.334305555555556,0.0729166666666667,0.232638888888889,0.0173611111111111
"355","Zach Thompson","FC","R","R",404,86.815099009901,2578.75,0.270742574257426,0.334257425742574,0.133663366336634,0.277227722772277,0.0173267326732673
